edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,empleados,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,mayor_edad,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,horas_quincena,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
52,No,Travel_Rarely,Research & Development,2,Secundaria,Software Engineer,1,Alta,Media,1,Laboratory Technician,Media,Single,3212,7,Y,No,15,Alta,Media,80,0,6,3,2,2,2
42,No,Travel_Rarely,Research & Development,4,Universitaria,Software Technologist,1,Alta,Alta,5,CTO,Desconocido,Married,19232,1,Y,No,11,Alta,Muy_Alta,80,0,22,3,22,11,15
33,Yes,Travel_Rarely,Research & Development,14,Universitaria,Systems Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Married,2436,5,Y,Yes,13,Alta,Alta,80,1,8,2,5,0,4
32,Yes,Travel_Rarely,Research & Development,1,Secundaria,Software Engineer,1,Muy_Alta,Media,1,Laboratory Technician,Media,Single,3730,0,Y,Yes,14,Alta,Muy_Alta,80,0,4,2,3,1,2
39,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Divorced,2232,7,Y,No,14,Alta,Alta,80,3,7,1,3,1,2
40,No,Travel_Rarely,Research & Development,24,Universitaria,Software Technologist,1,Baja,Alta,2,Research Scientist,Alta,Divorced,3319,1,Y,No,17,Alta,Baja,80,2,9,3,9,4,7
45,No,Travel_Rarely,Research & Development,1,Master,Other,1,Alta,Muy_Alta,5,CTO,Muy_Alta,Married,19202,0,Y,No,11,Alta,Alta,80,1,25,2,24,1,7
31,No,Travel_Frequently,Research & Development,3,Universitaria,Systems Engineer,1,Media,Alta,3,Research Director,Alta,Divorced,13675,9,Y,No,12,Alta,Baja,80,1,9,3,2,2,2
34,No,Travel_Rarely,Research & Development,2,Secundaria,Software Engineer,1,Muy_Alta,Media,2,Data Scientist,Media,Married,5957,6,Y,No,13,Alta,Media,80,1,13,3,11,5,9
45,No,Travel_Frequently,Research & Development,7,Master,Software Engineer,1,Baja,Muy_Alta,2,Data Scientist,Muy_Alta,Married,6434,4,Y,No,17,Alta,Muy_Alta,80,1,9,1,3,0,2
37,Yes,Travel_Frequently,Research & Development,10,Universitaria,Systems Engineer,1,Baja,Alta,3,Data Scientist,Alta,Divorced,10048,6,Y,No,11,Alta,Media,80,2,17,5,1,0,0
39,No,Travel_Frequently,Research & Development,2,Universitaria,Software Technologist,1,Alta,Alta,3,Software Engineer,Alta,Single,10938,0,Y,No,25,Muy_Alta,Muy_Alta,80,0,20,1,19,11,8
29,No,Travel_Rarely,Research & Development,15,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Single,2340,1,Y,No,19,Alta,Baja,80,0,6,1,6,1,5
42,No,Travel_Rarely,Research & Development,17,Master,Software Engineer,1,Muy_Alta,Muy_Alta,2,Research Scientist,Muy_Alta,Single,6545,3,Y,Yes,13,Alta,Alta,80,0,10,1,3,0,2
25,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Baja,Alta,2,Data Scientist,Alta,Married,4898,0,Y,No,12,Alta,Muy_Alta,80,2,5,3,4,1,2
42,No,Travel_Rarely,Research & Development,2,Secundaria,Systems Engineer,1,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,2593,0,Y,Yes,11,Alta,Alta,80,1,10,4,9,7,8
40,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Baja,Alta,5,Research Director,Alta,Divorced,19436,0,Y,No,19,Alta,Muy_Alta,80,1,22,5,21,3,9
51,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Married,2723,1,Y,No,11,Alta,Media,80,0,1,0,1,0,0
32,No,Travel_Frequently,Research & Development,7,Master,Software Engineer,1,Media,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2794,1,Y,No,20,Muy_Alta,Alta,80,0,5,3,5,0,3
32,No,Travel_Rarely,Research & Development,2,Secundaria,Software Technologist,1,Muy_Alta,Media,2,Laboratory Technician,Media,Single,2176,4,Y,No,13,Alta,Muy_Alta,80,0,9,5,6,0,4
28,Yes,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Single,3485,2,Y,No,11,Alta,Alta,80,0,5,5,0,0,0
31,No,Travel_Rarely,Research & Development,23,Secundaria,Systems Engineer,1,Media,Media,2,Software Engineer,Media,Married,5582,0,Y,No,21,Muy_Alta,Media,80,1,10,2,9,7,8
25,No,Non-Travel,Research & Development,5,Master,Software Engineer,1,Media,Muy_Alta,2,Software Engineer,Muy_Alta,Divorced,4000,1,Y,No,12,Alta,Muy_Alta,80,2,6,2,6,1,5
45,No,Travel_Rarely,Research & Development,20,Universitaria,Systems Engineer,1,Alta,Alta,4,Software Engineer,Alta,Married,13496,0,Y,Yes,14,Alta,Media,80,0,21,2,20,4,10
36,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3210,0,Y,No,11,Alta,Alta,80,1,16,4,15,10,11
47,Yes,Non-Travel,Research & Development,29,Universitaria,Software Engineer,1,Baja,Alta,3,CTO,Alta,Married,11849,1,Y,Yes,12,Alta,Muy_Alta,80,1,10,2,10,9,9
28,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2070,1,Y,No,23,Muy_Alta,Muy_Alta,80,1,5,3,5,0,4
21,No,Travel_Rarely,Research & Development,3,Secundaria,Systems Engineer,1,Muy_Alta,Media,1,Research Scientist,Media,Single,3230,1,Y,No,17,Alta,Baja,80,0,3,4,3,1,0
37,No,Non-Travel,Research & Development,1,Universitaria,Systems Engineer,1,Baja,Alta,3,Research Director,Alta,Divorced,13603,2,Y,Yes,18,Alta,Baja,80,2,15,2,5,0,2
35,No,Travel_Rarely,Research & Development,22,Master,Software Engineer,1,Media,Muy_Alta,3,CTO,Muy_Alta,Divorced,11996,7,Y,No,18,Alta,Media,80,1,10,6,7,6,2
53,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,1,Alta,Alta,4,Research Director,Alta,Married,17584,3,Y,Yes,16,Alta,Muy_Alta,80,3,21,5,5,1,3
55,No,Travel_Rarely,Research & Development,20,Universitaria,Software Technologist,1,Media,Alta,2,Laboratory Technician,Alta,Married,5415,3,Y,Yes,19,Alta,Muy_Alta,80,1,12,4,10,0,8
26,No,Travel_Frequently,Research & Development,11,Universitaria,Systems Engineer,1,Baja,Alta,2,Software Engineer,Alta,Married,4741,1,Y,Yes,13,Alta,Alta,80,1,5,3,5,3,3
37,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2115,1,Y,No,12,Alta,Media,80,0,17,3,17,5,7
44,Yes,Travel_Frequently,Research & Development,24,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3161,3,Y,Yes,22,Muy_Alta,Muy_Alta,80,1,19,0,1,0,0
38,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,1,Muy_Alta,Alta,2,Software Engineer,Alta,Divorced,5745,9,Y,No,14,Alta,Media,80,1,10,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,Universitaria,Systems Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2373,2,Y,Yes,13,Alta,Muy_Alta,80,1,5,2,3,0,2
28,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,3310,1,Y,No,21,Muy_Alta,Muy_Alta,80,0,5,3,5,0,2
49,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,1,Alta,Alta,5,Research Director,Alta,Single,18665,9,Y,Yes,11,Alta,Muy_Alta,80,0,22,4,3,1,2
18,Yes,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Single,1420,1,Y,No,13,Alta,Alta,80,0,0,2,0,0,0
36,No,Travel_Frequently,Research & Development,18,Master,Software Engineer,1,Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,3688,4,Y,No,18,Alta,Muy_Alta,80,2,4,2,1,0,0
28,No,Travel_Rarely,Research & Development,16,Master,Systems Engineer,1,Media,Muy_Alta,2,Software Engineer,Muy_Alta,Single,5661,0,Y,No,19,Alta,Alta,80,0,9,2,8,0,7
36,No,Non-Travel,Research & Development,24,Universitaria,Software Engineer,1,Media,Alta,2,Laboratory Technician,Alta,Married,5674,7,Y,No,15,Alta,Alta,80,1,11,3,9,0,8
38,No,Travel_Rarely,Research & Development,25,Secundaria,Software Engineer,1,Baja,Media,3,Research Director,Media,Married,12061,3,Y,No,17,Alta,Alta,80,1,19,2,10,0,1
31,No,Travel_Rarely,Research & Development,5,Universitaria,Software Technologist,1,Alta,Alta,1,Research Scientist,Alta,Married,4821,0,Y,Yes,12,Alta,Alta,80,1,6,4,5,0,3
45,No,Travel_Frequently,Research & Development,7,Universitaria,Software Engineer,1,Baja,Alta,3,Laboratory Technician,Alta,Divorced,5210,1,Y,No,18,Alta,Baja,80,1,24,2,24,9,11
31,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Divorced,2695,0,Y,Yes,18,Alta,Media,80,1,3,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,Universitaria,Software Engineer,1,Muy_Alta,Alta,3,CTO,Alta,Married,11878,6,Y,No,11,Alta,Media,80,2,12,2,10,8,8
39,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Alta,Alta,4,CTO,Alta,Married,17068,1,Y,Yes,14,Alta,Muy_Alta,80,0,21,3,21,11,10
43,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Single,2455,0,Y,No,19,Alta,Baja,80,0,9,5,8,1,7
49,No,Travel_Rarely,Research & Development,1,Secundaria,Software Technologist,1,Alta,Media,4,Software Engineer,Media,Single,13964,7,Y,Yes,12,Alta,Muy_Alta,80,0,25,2,7,0,7
27,No,Travel_Rarely,Research & Development,5,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Single,2478,1,Y,Yes,12,Alta,Media,80,0,4,2,4,1,2
32,No,Travel_Rarely,Research & Development,2,Master,Systems Engineer,1,Baja,Muy_Alta,2,Research Scientist,Muy_Alta,Single,5055,7,Y,No,16,Alta,Alta,80,0,10,0,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,Primaria,Systems Engineer,1,Baja,Baja,1,Research Scientist,Baja,Married,3464,5,Y,Yes,13,Alta,Muy_Alta,80,0,5,4,3,2,2
30,No,Travel_Rarely,Research & Development,28,Universitaria,Systems Engineer,1,Muy_Alta,Alta,2,Research Scientist,Alta,Married,5775,1,Y,No,13,Alta,Muy_Alta,80,2,11,2,10,1,9
39,No,Travel_Frequently,Research & Development,7,Secundaria,Systems Engineer,1,Alta,Media,5,CTO,Media,Married,19272,1,Y,No,15,Alta,Baja,80,1,21,2,21,13,3
47,No,Travel_Rarely,Research & Development,5,Universitaria,Software Engineer,1,Muy_Alta,Alta,5,Research Director,Alta,Married,18300,4,Y,No,11,Alta,Media,80,1,21,2,3,1,1
43,No,Travel_Frequently,Research & Development,10,Secundaria,Software Engineer,1,Alta,Media,2,Laboratory Technician,Media,Divorced,5257,1,Y,No,11,Alta,Media,80,1,9,3,9,0,0
43,No,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Alta,Alta,3,Software Engineer,Alta,Married,9985,8,Y,No,16,Alta,Baja,80,1,10,1,1,0,0
45,No,Travel_Rarely,Research & Development,8,Universitaria,Other,1,Muy_Alta,Alta,2,Research Scientist,Alta,Married,3697,9,Y,No,14,Alta,Baja,80,2,12,3,10,9,8
29,Yes,Travel_Rarely,Research & Development,8,Primaria,Other,1,Media,Baja,1,Laboratory Technician,Baja,Married,2119,1,Y,Yes,11,Alta,Muy_Alta,80,0,7,4,7,0,7
29,No,Travel_Rarely,Research & Development,9,Secundaria,Other,1,Media,Media,1,Laboratory Technician,Media,Single,3983,0,Y,No,17,Alta,Alta,80,0,4,2,3,2,2
37,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,1,Muy_Alta,Alta,2,Data Scientist,Alta,Divorced,6347,7,Y,No,16,Alta,Alta,80,2,8,2,6,0,4
31,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Alta,Alta,3,Data Scientist,Alta,Single,7143,1,Y,Yes,14,Alta,Alta,80,0,11,2,11,4,10
35,No,Travel_Rarely,Research & Development,5,Universitaria,Software Technologist,1,Alta,Alta,3,Data Scientist,Alta,Single,8095,0,Y,No,13,Alta,Muy_Alta,80,0,17,5,16,0,13
41,No,Travel_Rarely,Research & Development,6,Secundaria,Systems Engineer,1,Muy_Alta,Media,2,Data Scientist,Media,Single,6032,6,Y,Yes,15,Alta,Muy_Alta,80,0,8,3,5,1,2
42,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,1,Baja,Alta,4,Research Director,Alta,Single,15992,2,Y,No,14,Alta,Media,80,0,16,2,1,0,0
37,No,Travel_Rarely,Research & Development,6,Master,Systems Engineer,1,Alta,Muy_Alta,2,Research Scientist,Muy_Alta,Divorced,5974,4,Y,Yes,13,Alta,Baja,80,2,13,2,7,6,7
40,No,Travel_Rarely,Research & Development,10,Master,Software Engineer,1,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2213,3,Y,Yes,13,Alta,Alta,80,1,10,3,7,1,7
37,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Married,3452,6,Y,No,20,Muy_Alta,Media,80,1,17,3,5,0,3
46,No,Non-Travel,Research & Development,7,Universitaria,Systems Engineer,1,Alta,Alta,2,Data Scientist,Alta,Married,5258,2,Y,No,14,Alta,Alta,80,0,7,2,1,0,0
31,No,Travel_Rarely,Research & Development,9,Secundaria,Software Engineer,1,Alta,Media,1,Research Scientist,Media,Single,2657,0,Y,Yes,16,Alta,Muy_Alta,80,0,3,5,2,2,2
29,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2201,9,Y,No,16,Alta,Muy_Alta,80,0,6,4,3,1,2
35,No,Travel_Rarely,Research & Development,9,Secundaria,Software Engineer,1,Alta,Media,2,Software Engineer,Media,Single,6540,9,Y,No,19,Alta,Alta,80,0,10,5,1,0,0
27,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,3816,1,Y,No,11,Alta,Media,80,1,5,2,5,0,4
36,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2543,4,Y,No,13,Alta,Media,80,1,6,3,2,2,2
26,Yes,Travel_Frequently,Research & Development,3,Universitaria,Software Technologist,1,Alta,Alta,1,Research Scientist,Alta,Single,3102,0,Y,No,22,Muy_Alta,Alta,80,0,7,2,6,0,4
22,No,Travel_Rarely,Research & Development,11,Universitaria,Systems Engineer,1,Baja,Alta,1,Research Scientist,Alta,Married,2244,1,Y,No,13,Alta,Muy_Alta,80,1,2,1,2,1,2
30,Yes,Travel_Frequently,Research & Development,4,Universitaria,Software Technologist,1,Alta,Alta,1,Research Scientist,Alta,Single,2285,9,Y,Yes,23,Muy_Alta,Alta,80,0,3,4,1,0,0
37,No,Travel_Rarely,Research & Development,10,Universitaria,Software Engineer,1,Alta,Alta,2,Data Scientist,Alta,Single,4197,2,Y,Yes,12,Alta,Muy_Alta,80,0,18,2,1,0,1
43,No,Travel_Rarely,Research & Development,12,Secundaria,Software Engineer,1,Baja,Media,4,Research Director,Media,Divorced,14336,1,Y,No,11,Alta,Alta,80,1,25,3,25,3,9
40,No,Travel_Rarely,Research & Development,2,Secundaria,Systems Engineer,1,Media,Media,2,Laboratory Technician,Media,Married,3448,6,Y,No,22,Muy_Alta,Media,80,1,20,3,1,0,0
54,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,1,Baja,Alta,5,Research Director,Alta,Married,19406,4,Y,No,11,Alta,Alta,80,1,24,4,4,1,2
31,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,1,Media,Alta,2,Data Scientist,Alta,Married,4306,1,Y,No,12,Alta,Media,80,1,13,5,13,3,12
43,No,Travel_Frequently,Research & Development,21,Universitaria,Systems Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2258,7,Y,No,20,Muy_Alta,Baja,80,1,8,1,3,1,2
43,No,Travel_Rarely,Research & Development,8,Universitaria,Other,1,Alta,Alta,2,Software Engineer,Alta,Divorced,4522,4,Y,Yes,14,Alta,Muy_Alta,80,0,8,3,5,0,2
39,No,Travel_Frequently,Research & Development,1,Universitaria,Software Engineer,1,Media,Alta,5,CTO,Alta,Divorced,19197,1,Y,Yes,14,Alta,Alta,80,1,21,3,21,1,6
25,Yes,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,1,Baja,Alta,1,Laboratory Technician,Alta,Married,4031,5,Y,No,13,Alta,Alta,80,1,6,5,2,0,2
52,No,Travel_Rarely,Research & Development,3,Secundaria,Systems Engineer,1,Muy_Alta,Media,3,Data Scientist,Media,Married,7969,2,Y,Yes,14,Alta,Alta,80,0,28,4,5,0,4
42,No,Travel_Frequently,Research & Development,29,Universitaria,Software Engineer,1,Baja,Alta,2,Research Scientist,Alta,Divorced,4556,2,Y,No,11,Alta,Media,80,1,19,3,5,0,2
30,No,Travel_Rarely,Research & Development,2,Primaria,Software Engineer,1,Alta,Baja,2,Data Scientist,Baja,Single,6091,2,Y,No,20,Muy_Alta,Alta,80,0,11,2,5,0,2
60,No,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,1,Baja,Alta,5,CTO,Alta,Married,19566,5,Y,No,11,Alta,Muy_Alta,80,0,33,5,29,11,10
46,No,Travel_Rarely,Research & Development,18,Universitaria,Systems Engineer,1,Alta,Alta,2,Data Scientist,Alta,Divorced,4810,2,Y,No,14,Alta,Alta,80,1,19,5,10,0,8
38,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,1,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,1702,1,Y,Yes,23,Muy_Alta,Alta,80,1,1,3,1,0,0
26,No,Travel_Rarely,Research & Development,23,Universitaria,Software Engineer,1,Baja,Alta,1,Research Scientist,Alta,Divorced,2886,1,Y,No,22,Muy_Alta,Media,80,2,3,3,3,0,2
30,No,Non-Travel,Research & Development,3,Universitaria,Software Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Married,2097,4,Y,No,15,Alta,Alta,80,1,9,3,5,1,4
29,Yes,Travel_Rarely,Research & Development,25,Secundaria,Software Technologist,1,Alta,Media,1,Research Scientist,Media,Married,2546,5,Y,No,16,Alta,Media,80,0,6,2,2,1,1
30,No,Non-Travel,Research & Development,2,Universitaria,Systems Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Single,2564,0,Y,No,14,Alta,Alta,80,0,12,2,11,6,7
47,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,1,Baja,Alta,2,Data Scientist,Alta,Divorced,5070,5,Y,No,13,Alta,Alta,80,3,20,2,5,0,4
46,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,1,Baja,Alta,4,Research Director,Alta,Married,17861,6,Y,No,13,Alta,Alta,80,0,26,2,3,0,1
54,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,1,Alta,Alta,2,Laboratory Technician,Alta,Single,3780,7,Y,No,11,Alta,Alta,80,0,19,3,1,0,0
33,Yes,Travel_Rarely,Research & Development,15,Universitaria,Systems Engineer,1,Media,Alta,3,CTO,Alta,Married,13610,7,Y,Yes,12,Alta,Muy_Alta,80,0,15,2,7,7,7
33,Yes,Travel_Rarely,Research & Development,10,Primaria,Systems Engineer,1,Baja,Baja,1,Laboratory Technician,Baja,Divorced,3408,7,Y,No,13,Alta,Baja,80,3,8,2,4,1,3
31,Yes,Travel_Frequently,Research & Development,20,Universitaria,Software Engineer,1,Baja,Alta,3,Software Engineer,Alta,Married,9824,3,Y,No,12,Alta,Baja,80,0,12,2,1,0,0
40,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,1,Media,Alta,4,Data Scientist,Alta,Single,13237,7,Y,No,15,Alta,Alta,80,0,22,3,20,5,13
42,No,Travel_Rarely,Research & Development,24,Universitaria,Systems Engineer,1,Muy_Alta,Alta,3,Data Scientist,Alta,Married,7406,1,Y,Yes,21,Muy_Alta,Muy_Alta,80,1,10,5,10,5,8
29,No,Travel_Rarely,Research & Development,19,Universitaria,Software Technologist,1,Muy_Alta,Alta,2,Data Scientist,Alta,Divorced,4262,4,Y,No,12,Alta,Media,80,2,8,2,3,1,2
33,No,Travel_Rarely,Research & Development,1,Master,Systems Engineer,1,Baja,Muy_Alta,4,Research Director,Muy_Alta,Divorced,16184,4,Y,No,19,Alta,Alta,80,1,10,2,6,0,5
41,No,Non-Travel,Research & Development,2,Secundaria,Other,1,Baja,Media,2,Software Engineer,Media,Single,6811,2,Y,Yes,17,Alta,Baja,80,0,10,3,8,0,7
26,Yes,Travel_Rarely,Research & Development,24,Primaria,Software Technologist,1,Alta,Baja,1,Laboratory Technician,Baja,Single,2340,1,Y,Yes,18,Alta,Media,80,0,1,3,1,0,0
37,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,1,Media,Alta,3,Data Scientist,Alta,Single,7491,4,Y,No,17,Alta,Muy_Alta,80,0,12,3,6,1,2
52,No,Travel_Rarely,Research & Development,6,Universitaria,Software Technologist,1,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5577,3,Y,Yes,12,Alta,Media,80,2,18,3,10,6,9
34,No,Travel_Rarely,Research & Development,1,Secundaria,Software Engineer,1,Media,Media,1,Research Scientist,Media,Married,3622,1,Y,Yes,13,Alta,Muy_Alta,80,1,6,3,6,1,3
27,No,Travel_Rarely,Research & Development,6,Secundaria,Systems Engineer,1,Baja,Media,1,Research Scientist,Media,Divorced,2187,0,Y,No,12,Alta,Alta,80,2,6,5,5,0,3
20,No,Travel_Rarely,Research & Development,1,Secundaria,Software Engineer,1,Muy_Alta,Media,1,Research Scientist,Media,Single,2836,1,Y,No,13,Alta,Muy_Alta,80,0,1,0,1,0,0
43,No,Travel_Rarely,Research & Development,6,Secundaria,Other,1,Media,Media,4,Research Director,Media,Divorced,16627,4,Y,Yes,14,Alta,Alta,80,1,21,3,1,0,0
38,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Alta,Alta,1,Research Scientist,Alta,Single,2619,3,Y,No,17,Alta,Muy_Alta,80,0,8,3,0,0,0
43,No,Travel_Frequently,Research & Development,9,Universitaria,Systems Engineer,1,Muy_Alta,Alta,2,Laboratory Technician,Alta,Divorced,5679,3,Y,Yes,13,Alta,Media,80,1,10,3,8,4,7
48,No,Travel_Rarely,Research & Development,1,Secundaria,Software Engineer,1,Muy_Alta,Media,4,CTO,Media,Married,15402,7,Y,No,11,Alta,Baja,80,1,21,3,3,0,2
44,No,Travel_Rarely,Research & Development,3,Universitaria,Other,1,Muy_Alta,Alta,5,CTO,Alta,Married,19513,4,Y,Yes,12,Alta,Baja,80,1,26,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,Universitaria,Systems Engineer,1,Baja,Alta,1,Research Scientist,Alta,Married,2773,0,Y,No,20,Muy_Alta,Muy_Alta,80,0,3,3,2,2,2
32,No,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,1,Baja,Alta,2,Research Scientist,Alta,Married,6322,1,Y,Yes,12,Alta,Muy_Alta,80,1,6,2,6,0,5
34,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Media,Alta,1,Research Scientist,Alta,Married,2691,1,Y,No,12,Alta,Muy_Alta,80,1,10,4,10,8,8
26,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,1,Alta,Alta,1,Laboratory Technician,Alta,Married,2659,1,Y,Yes,13,Alta,Alta,80,1,3,2,3,0,2
37,No,Travel_Rarely,Research & Development,3,Universitaria,Other,1,Alta,Alta,3,Data Scientist,Desconocido,Married,9434,1,Y,No,15,Alta,Alta,80,1,10,2,10,7,8
35,No,Travel_Rarely,Research & Development,6,Primaria,Software Engineer,1,Media,Baja,2,Research Scientist,Baja,Single,6646,1,Y,No,13,Alta,Media,80,0,17,3,17,11,8
33,No,Travel_Frequently,Research & Development,6,Universitaria,Software Engineer,1,Alta,Alta,2,Software Engineer,Alta,Divorced,7725,3,Y,No,23,Muy_Alta,Alta,80,1,15,2,13,4,7
36,No,Travel_Rarely,Research & Development,9,Secundaria,Systems Engineer,1,Media,Media,2,Data Scientist,Media,Divorced,8847,2,Y,Yes,11,Alta,Alta,80,1,13,2,3,0,2
27,No,Travel_Rarely,Research & Development,3,Secundaria,Systems Engineer,1,Baja,Media,1,Research Scientist,Media,Single,2045,0,Y,No,13,Alta,Muy_Alta,80,0,5,0,4,1,1
23,No,Travel_Rarely,Research & Development,4,Master,Systems Engineer,1,Baja,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2819,2,Y,No,16,Alta,Baja,80,1,5,3,3,0,2
37,No,Travel_Rarely,Research & Development,10,Master,Software Engineer,1,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Single,4680,3,Y,No,17,Alta,Baja,80,0,4,2,1,0,0
50,No,Travel_Rarely,Research & Development,28,Master,Systems Engineer,1,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,3221,1,Y,Yes,11,Alta,Alta,80,3,20,3,20,3,8
34,No,Travel_Rarely,Research & Development,9,Secundaria,Systems Engineer,1,Muy_Alta,Media,3,Software Engineer,Media,Single,8621,1,Y,No,14,Alta,Media,80,0,9,3,8,7,7
27,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Alta,Alta,3,Data Scientist,Desconocido,Married,7412,1,Y,No,11,Alta,Muy_Alta,80,0,9,3,9,0,7
32,No,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,1,Alta,Alta,3,Research Director,Alta,Single,11159,3,Y,No,15,Alta,Muy_Alta,80,0,10,6,7,7,7
53,No,Travel_Rarely,Research & Development,7,Master,Software Engineer,1,Alta,Muy_Alta,4,Research Director,Muy_Alta,Married,14814,3,Y,No,19,Alta,Alta,80,0,32,3,5,1,3
27,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,1,Muy_Alta,Alta,3,Data Scientist,Alta,Divorced,8793,1,Y,No,21,Muy_Alta,Alta,80,2,9,4,9,1,7
28,Yes,Travel_Rarely,Research & Development,1,Primaria,Software Engineer,1,Baja,Baja,1,Research Scientist,Baja,Single,2216,7,Y,Yes,13,Alta,Muy_Alta,80,0,10,4,7,3,7
36,No,Non-Travel,Research & Development,8,Master,Software Engineer,1,Baja,Muy_Alta,3,Research Director,Muy_Alta,Married,11713,9,Y,No,14,Alta,Baja,80,1,10,2,8,0,5
38,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,1,Alta,Alta,3,Data Scientist,Alta,Single,7861,4,Y,Yes,14,Alta,Muy_Alta,80,0,10,4,1,0,0
